symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,super_inflow,super_outflow,super_net_inflow,big_inflow,big_outflow,big_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,super_net_flow_ratio,big_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK0437,2025-09-17T00:00:00Z,1122650,1140009,1144259,1119037,1127344,12665,1.12,13960539,13219000717,1.33,1.56,0.00,0,8043073,5917466,1795852864000,1498550096000,404229952,1980335552,1583197952,397137600,3356504208,3349411856,397137600,4062251552,4394708992,-332457440,3660295776,3732068288,-71772512,3.06,3.00,,-2.51,-0.54,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:01.911+08:00
BK0438,2025-09-17T00:00:00Z,3072438,3042272,3079649,3039654,3072856,-30584,-1.00,14605558,17765453148,1.92,0.96,0.00,0,6275851,8329707,1718085392000,1450027472000,-1020409040,1147028640,1629715312,-482686672,3774670336,4312392704,-482686672,6008444672,5704251648,304193024,6219164672,5584696064,634468608,-5.74,-2.72,,1.71,3.57,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:59.679+08:00
BK0440,2025-09-17T00:00:00Z,5276780,5261746,5307420,5254596,5277691,-15945,-0.30,4298885,6544568468,2.76,0.99,0.00,0,1919388,2379498,341511072000,263501148000,-154996592,377610080,398527504,-20917424,1426657136,1560736304,-20917424,2336441296,2367418048,-30976752,2235467104,2052804336,182662768,-2.37,-0.32,,-0.47,2.79,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:00.648+08:00
BK0447,2025-09-17T00:00:00Z,3231573,3238291,3250002,3216258,3243878,-5587,-0.17,67894152,107944961433,6.60,0.96,0.00,0,32125956,35768196,2110444096000,1895853872000,-3588300032,15273864960,18264753408,-2990888448,27629286912,28226698496,-2990888448,33833576448,32937471232,896105216,28979400704,26304013824,2675386880,-3.32,-2.77,,0.83,2.48,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:03.15+08:00
BK0448,2025-09-17T00:00:00Z,1851291,1869003,1873299,1841437,1855783,13220,0.71,24698669,102525029812,4.10,0.82,0.00,0,12114128,12584542,2641517744000,2270575552000,-617396736,17856058880,17720606976,135451904,29054463744,29807312384,135451904,31406713600,31774674176,-367960576,22335205120,21381360128,953844992,-0.60,0.13,,-0.36,0.93,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:00.448+08:00
BK0450,2025-09-17T00:00:00Z,1144827,1145061,1151171,1134408,1142911,2150,0.19,18062740,10095888029,1.22,1.12,0.00,0,9394457,8668283,1091607760000,886027632000,-92755328,1314392016,1308575360,5816656,2465539424,2564111408,5816656,3107003776,3164911024,-57907248,2848589824,2745945552,102644272,-0.92,0.06,,-0.57,1.02,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:00.781+08:00
BK0451,2025-09-17T00:00:00Z,1502036,1512292,1514936,1481184,1504653,7639,0.51,65617624,33631947935,3.41,1.12,0.00,0,31916103,33701520,1196538752000,1074081008000,-561906176,4697250816,5103654912,-406404096,8215394560,8370896640,-406404096,10129786880,10211811584,-82024704,9723045120,9079114240,643930880,-1.67,-1.21,,-0.24,1.91,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:01.985+08:00
BK0454,2025-09-17T00:00:00Z,1942015,1965038,1976057,1940233,1948130,16908,0.87,16936590,30029494399,5.93,1.16,0.00,0,8634385,8302206,602852768000,497720384000,840060352,4417362688,3077680192,1339682496,7389367808,7888989952,1339682496,9381375744,9738234368,-356858624,8006751232,8184295680,-177544448,2.80,4.46,,-1.19,-0.59,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:58.095+08:00
BK0456,2025-09-17T00:00:00Z,2574558,2598735,2605159,2571916,2569034,29701,1.16,26316846,49772664003,3.50,1.39,0.00,0,13247394,13069453,2106720976000,1842886448000,-1117026816,7841606400,8624687104,-783080704,12665827584,12999773696,-783080704,15573011712,15184997632,388014080,12243621632,11500244224,743377408,-2.24,-1.57,,0.78,1.49,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:00.568+08:00
BK0457,2025-09-17T00:00:00Z,3213469,3239998,3245265,3202202,3211987,28011,0.87,31038791,39815006798,3.33,1.13,0.00,0,15560740,15478051,1455437728000,1296080912000,720472064,6142424320,4612353280,1530071040,9383789056,10193388032,1530071040,11966427648,12979430400,-1013002752,11237680384,10974161664,263518720,1.81,3.84,,-2.54,0.66,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:00.645+08:00
BK0458,2025-09-17T00:00:00Z,2048216,2061914,2070700,2045638,2043374,18540,0.91,7138222,19290403780,4.26,0.99,0.00,0,3319991,3818232,423039856000,325785536000,-783553040,2263662288,2447112672,-183450384,4619837696,5219940352,-183450384,5919727104,6034396416,-114669312,5237067264,4324268544,912798720,-4.06,-0.95,,-0.59,4.73,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:03.694+08:00
BK0459,2025-09-17T00:00:00Z,3485339,3514599,3525876,3476764,3482125,32474,0.93,28661573,117982868835,4.34,0.89,0.00,0,13982102,14679471,3167103744000,2688768800000,-2742430720,21996220672,23610559488,-1614338816,31721319680,32849411584,-1614338816,34571526912,33929285120,642241792,27031817216,24909393408,2122423808,-2.32,-1.37,,0.54,1.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:59.818+08:00
BK0464,2025-09-17T00:00:00Z,607048,606014,608621,603635,606762,-748,-0.12,8445656,6012868188,0.29,1.00,0.00,0,4085779,4359877,3649985392000,2118160752000,-487585904,951297552,1123481216,-172183664,1478899008,1794301248,-172183664,1836935152,1631309840,205625312,1640588352,1358627760,281960592,-8.11,-2.86,,3.42,4.69,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:03.784+08:00
BK0465,2025-09-17T00:00:00Z,4031315,4002662,4038219,3994844,4032157,-29495,-0.73,20727139,38823145221,2.10,0.89,0.00,0,8982415,11744724,2327016704000,2104726304000,-1400651168,3749972064,4348563968,-598591904,9467494912,10269554176,-598591904,12907157248,12926525184,-19367936,11965600000,10546006016,1419593984,-3.61,-1.54,,-0.05,3.66,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:02.818+08:00
BK0470,2025-09-17T00:00:00Z,1088626,1092721,1097174,1085323,1084088,8633,0.80,14134045,8207839895,4.60,0.93,0.00,0,7046613,7087433,270239632000,241662795000,-58546368,768589520,837022208,-68432688,1814843584,1804957264,-68432688,2622224016,2547060992,75163024,2700684736,2714919968,-14235232,-0.71,-0.83,,0.92,-0.17,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:02.033+08:00
BK0471,2025-09-17T00:00:00Z,1745100,1734515,1746079,1730642,1748554,-14039,-0.80,5753028,4749823327,1.23,0.81,0.00,0,2509095,3243934,526426352000,478547696000,-168056352,335761408,427365056,-91603648,1068239488,1144692192,-91603648,1551019328,1543214640,7804688,1691191536,1550673472,140518064,-3.54,-1.93,,0.16,2.96,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:58.069+08:00
BK0473,2025-09-17T00:00:00Z,16315955,16500504,16611957,16309690,16348902,151602,0.93,49900063,57164572962,1.98,1.19,0.00,0,25975868,23924195,3740192352000,3074903488000,-5488460288,11068882688,17001653248,-5932770560,15436177664,14991867392,-5932770560,16878237696,14181371904,2696865792,12823382528,10031788288,2791594240,-9.60,-10.38,,4.72,4.88,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:59.902+08:00
BK0474,2025-09-17T00:00:00Z,137900,137687,138891,137321,137796,-109,-0.08,2142447,8292543480,0.27,1.07,0.00,0,1012850,1129597,3034301904000,2087249760000,-1329091040,1667581488,2895565888,-1227984400,2340105312,2441211952,-1227984400,2315457952,1729782784,585675168,1825521808,1082105936,743415872,-16.03,-14.81,,7.06,8.96,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:59.475+08:00
BK0475,2025-09-17T00:00:00Z,410967,409994,412038,408800,411148,-1154,-0.28,40160226,29343623135,0.30,0.89,0.00,0,18070167,22090059,15135046400000,10161364224000,-2629440512,5683165696,8511868928,-2828703232,7966157824,7766895104,-2828703232,8231823872,7168925696,1062898176,6819244032,5252701440,1566542592,-8.96,-9.64,,3.62,5.34,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:02.087+08:00
BK0476,2025-09-17T00:00:00Z,1524154,1531019,1536869,1518415,1524220,6799,0.45,8941301,7463762604,2.43,0.95,0.00,0,4222657,4718644,470361008000,418571184000,-99672304,579682624,589232592,-9549968,1648927584,1739049920,-9549968,2566555216,2503104512,63450704,2539964144,2503742560,36221584,-1.34,-0.13,,0.85,0.49,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:01.093+08:00
BK0477,2025-09-17T00:00:00Z,5374350,5324498,5378559,5318702,5378835,-54337,-1.01,3248573,16601055965,1.06,0.96,0.00,0,1413690,1834883,3564500832000,3438548528000,-1676981856,2018060864,3128143056,-1110082192,4133958448,4700858112,-1110082192,6310705408,5727520000,583185408,3848643936,2754847568,1093796368,-10.10,-6.69,,3.51,6.59,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:01.635+08:00
BK0478,2025-09-17T00:00:00Z,2211423,2246631,2247268,2199976,2223093,23538,1.06,42463946,46508568733,2.94,0.93,0.00,0,21170183,21293763,2086647648000,1763097920000,-299556352,7166448384,7279479040,-113030656,12100554752,12287080448,-113030656,14004924160,14126663936,-121739776,12320364032,11906488064,413875968,-0.64,-0.24,,-0.26,0.89,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:00.101+08:00
BK0479,2025-09-17T00:00:00Z,860456,863296,863700,852676,863866,-570,-0.07,26806681,11097579075,1.37,0.84,0.00,0,13339260,13467421,982142416000,887259168000,-356104912,1430753600,1731027664,-300274064,2666176912,2722007760,-300274064,3426703328,3230919808,195783520,3301457136,3114081376,187375760,-3.21,-2.71,,1.76,1.69,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:59.27+08:00
BK0480,2025-09-17T00:00:00Z,5206245,5223168,5239555,5177019,5210526,12642,0.24,5228693,13249795050,1.42,0.88,0.00,0,2461981,2766711,1209513600000,973576304000,-353074576,1488587104,1687669248,-199082144,3442446976,3596439408,-199082144,4396282624,4385560576,10722048,3640355712,3316373136,323982576,-2.66,-1.50,,0.08,2.45,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:02.18+08:00
BK0481,2025-09-17T00:00:00Z,5227595,5300407,5309010,5220245,5220746,79661,1.53,64269953,111916578093,5.58,1.03,0.00,0,31273829,32996124,2505465664000,2109681552000,99187456,16710166272,15406614528,1303551744,27670781696,28875145984,1303551744,33785020416,35439394304,-1654373888,29829529344,28284805888,1544723456,0.09,1.16,,-1.48,1.38,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:58.083+08:00
BK0482,2025-09-17T00:00:00Z,1967882,1936852,1967882,1932969,1965533,-28681,-1.46,45992541,23520386571,5.03,1.28,0.00,0,21258732,24733809,622963008000,573488368000,-2713815664,1869355664,3927962112,-2058606448,5083749120,5738958336,-2058606448,7516367616,6972403968,543963648,8415844864,6245992704,2169852160,-11.54,-8.75,,2.31,9.23,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:01.719+08:00
BK0484,2025-09-17T00:00:00Z,1158259,1159836,1164555,1150644,1161568,-1732,-0.15,14782434,11975946370,4.62,1.36,0.00,0,6851942,7930492,357485264000,283043952000,-749708096,1098003872,1492907888,-394904016,2544720224,2899524304,-394904016,3769437808,3803750624,-34312816,4079788448,3335928800,743859648,-6.26,-3.30,,-0.29,6.21,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:02.916+08:00
BK0485,2025-09-17T00:00:00Z,1822620,1779141,1826526,1771639,1804627,-25486,-1.41,14302801,16692456798,6.57,1.14,0.00,0,5728185,8574616,406494272000,366732384000,-1075611168,1521211632,2070888640,-549677008,3694036976,4219971136,-549677008,5543746560,5343266816,200479744,5450083072,4574951680,875131392,-6.44,-3.29,,1.20,5.24,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:03.251+08:00
BK0486,2025-09-17T00:00:00Z,1119246,1111333,1119246,1108625,1121040,-9707,-0.87,37384693,37541566630,3.38,0.92,0.00,0,16838166,20546527,1177291680000,1067991024000,-3012312432,2739644816,4356290048,-1616645232,8247777792,9643444992,-1616645232,12670765056,12220619008,450146048,12894988032,10346773248,2548214784,-8.02,-4.31,,1.20,6.79,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:30:59.704+08:00
BK0490,2025-09-17T00:00:00Z,7787132,7831460,7846638,7758061,7799082,32378,0.42,137866679,214259517484,3.36,0.99,0.00,0,66022159,71844520,7096059392000,6230838784000,-4682524672,24152498688,26387882496,-2235383808,52440579072,54887719936,-2235383808,69583974400,69818368000,-234393600,63013296384,58224130304,4789166080,-2.19,-1.04,,-0.11,2.24,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:08.057+08:00
BK0492,2025-09-17T00:00:00Z,1037640,1042964,1045367,1033768,1040735,2229,0.21,36783615,28140522319,1.90,1.15,0.00,0,18438832,18344783,2462334432000,2213863216000,804251392,5886788352,4510799872,1375988480,6658553344,7230290432,1375988480,7906041856,8801940224,-895898368,7271966976,7175823104,96143872,2.86,4.89,,-3.18,0.34,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:07.003+08:00
BK0493,2025-09-17T00:00:00Z,1742051,1752685,1755869,1735213,1744384,8301,0.48,95553005,112939474804,2.28,1.06,0.00,0,49501432,46051573,6600036096000,4170483952000,1397927680,18902254848,16090529792,2811725056,28202057472,29615854848,2811725056,34169936896,36109191168,-1939254272,29622353408,29080861696,541491712,1.24,2.49,,-1.72,0.48,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:08.088+08:00
BK0494,2025-09-17T00:00:00Z,1391366,1397706,1400320,1387019,1392016,5690,0.41,111495660,130440993425,2.82,1.13,0.00,0,54636823,56858837,4630631168000,4054956336000,-647688960,17960606976,17415166720,545440256,32953161984,34146291200,545440256,41274860032,41989434112,-714574080,35056679680,33714745344,1341934336,-0.50,0.42,,-0.55,1.03,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:08.178+08:00
BK0498,2025-09-17T00:00:00Z,1246906,1252091,1253580,1241984,1248519,3572,0.29,30743274,19802545466,2.00,1.15,0.00,0,15707447,15035827,1415764128000,1094638816000,-288774912,3009156400,2905903152,103253248,4579970304,4971998464,103253248,6077896192,6082577152,-4680960,5829141760,5535686144,293455616,-1.46,0.52,,-0.02,1.48,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:05.605+08:00
BK0499,2025-09-17T00:00:00Z,898786,904697,905107,896321,898620,6077,0.68,124973371,234877776836,0.56,1.07,0.00,0,63275587,61697785,39417356544000,24834507520000,-6323430656,49851132160,56723549184,-6872417024,66786025216,66237038848,-6872417024,66268851712,63891962880,2376888832,47644716032,43698173952,3946542080,-2.69,-2.93,,1.01,1.68,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:07.113+08:00
BK0500,2025-09-17T00:00:00Z,1199621,1208040,1208554,1197342,1201058,6982,0.58,235716472,608454200525,0.72,0.98,0.00,0,119628570,116087903,65184842496000,50047181312000,-16766099456,129411219456,143145402368,-13734182912,176442232832,179474149376,-13734182912,174413422592,168731398144,5682024448,117024866304,105940791296,11084075008,-2.76,-2.26,,0.93,1.82,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:06.461+08:00
BK0501,2025-09-17T00:00:00Z,3158131,3169220,3179939,3149872,3162543,6677,0.21,8670920,20323877699,12.11,2.18,0.00,0,4744764,3926156,1532697984000,215772925000,209741024,2686813488,1799690576,887122912,4657460736,5334842624,887122912,6855310848,7436122112,-580811264,4782593280,4593953792,188639488,1.03,4.36,,-2.86,0.93,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:05.721+08:00
BK0505,2025-09-17T00:00:00Z,901345,905032,906473,898004,902104,2928,0.32,61670353,78590261105,0.56,0.97,0.00,0,31718993,29951360,15522840064000,9813081344000,-3015661056,14835200768,16155273728,-1320072960,19381588736,21077176832,-1320072960,23124214528,22388591872,735622656,19771267328,17488144640,2283122688,-3.84,-1.68,,0.94,2.91,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:05.782+08:00
BK0506,2025-09-17T00:00:00Z,1812997,1823156,1824020,1806470,1813989,9167,0.51,131743334,185223315259,3.47,1.04,0.00,0,63529252,68214082,5301855232000,5007690752000,-5522523904,28942393856,32053323008,-3110929152,46049237504,48460832256,-3110929152,56788831744,56064240128,724591616,49184908800,44386976512,4797932288,-2.98,-1.68,,0.39,2.59,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:06.143+08:00
BK0509,2025-09-17T00:00:00Z,1445543,1453041,1455095,1435724,1447808,5233,0.36,40288764,54413598902,4.55,0.94,0.00,0,19080867,21207897,1294984624000,1215291488000,-1703410176,7172819968,8045763584,-872943616,13625665792,14456132352,-872943616,17695064832,17512156672,182908160,14927851008,13407348736,1520502272,-3.13,-1.60,,0.34,2.79,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:10.016+08:00
BK0511,2025-09-17T00:00:00Z,711847,711306,712761,710483,712038,-732,-0.10,24172112,15179112271,1.91,0.92,0.00,0,11037706,13134406,789215056000,690689488000,-963925824,1598638208,2069876416,-471238208,4612358144,5105045760,-471238208,5322531840,4964129536,358402304,3203172272,2613471888,589700384,-6.35,-3.10,,2.36,3.88,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:07.541+08:00
BK0512,2025-09-17T00:00:00Z,2526521,2523869,2538824,2516860,2530987,-7118,-0.28,14757597,18923056433,1.92,0.88,0.00,0,6576373,8181224,1299928752000,1251045648000,-721034400,2177050512,2736758576,-559708064,4677075200,4838401536,-559708064,5939064832,5974959360,-35894528,5829312256,5072383232,756929024,-3.81,-2.96,,-0.19,4.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:05.836+08:00
BK0514,2025-09-17T00:00:00Z,1547951,1555572,1557783,1540514,1548493,7079,0.46,76452098,83181914377,2.39,1.49,0.00,0,39588160,36863938,4325707008000,3625605952000,-1705025536,14951353344,15915048960,-963695616,21203868416,21945198336,-963695616,24506272000,24531244288,-24972288,20679127552,18949129728,1729997824,-2.05,-1.16,,-0.03,2.08,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:04.238+08:00
BK0519,2025-09-17T00:00:00Z,2781949,2812970,2813533,2768332,2796175,16795,0.60,42261695,62540681211,2.09,0.94,0.00,0,21545871,20715824,3926917568000,3374196560000,-1505415168,9705172736,11001801216,-1296628480,16535700992,16744487680,-1296628480,18777922816,18884067328,-106144512,16382674176,14771114496,1611559680,-2.41,-2.07,,-0.17,2.58,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:08.294+08:00
BK0520,2025-09-17T00:00:00Z,1229131,1229128,1236630,1226135,1229864,-736,-0.06,2862403,6717290320,1.59,1.02,0.00,0,1334305,1528098,414240528000,358827760000,-282994800,760143904,1056825552,-296681648,1695555296,1681868448,-296681648,2160027008,2134508720,25518288,1997765856,1740289344,257476512,-4.21,-4.42,,0.38,3.83,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:05.231+08:00
BK0523,2025-09-17T00:00:00Z,3365580,3389290,3401324,3355211,3368093,21197,0.63,103216962,189329031710,3.49,0.93,0.00,0,50887788,52329175,5453062912000,4924428032000,-132464384,26636954112,24790896128,1846057984,48853509632,50832032000,1846057984,59820945408,60383308032,-562362624,50044525824,49361519872,683005952,-0.07,0.98,,-0.30,0.36,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-09-18T02:31:07.654+08:00
